section,subsection,markers,marker_roles,name,qualifier,address,cross_reference,canvas_fragment,image
BOOKSELLERS,Booksellers in General,,,Pigott A.,,39 Harleyford pl. Kennington,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Pinkney F.,military,30 Charing cross,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†*,Publishers; Printers,Pittman M. A. & Son,,11 & 20 Warwick sq,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Plant G.,,"Old Trinity house, Water la",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖a,General Stationers; Newsvenders,Plummer W.,,46 Theobld. rd. Red Lion sq,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖¶,General Stationers; Printsellers,Pollard G.,,4 Williams pl. Walworth,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,c,Bookbinders,Pope James,,12 Church st. Hackney,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Potter William,,12 Bear st. Leicester sq,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†¶a,Publishers; Printsellers; Newsvenders,Powell Hen.,,17 Bartholomew close,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Powell W.,,"2 Newman's row, Linc. inn fi",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,*,Printers,Price William,,12 Smithfield bars,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖a,General Stationers; Newsvenders,Puttock Charles,,26 Grafton st. Soho,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Warner Wm.,,43 Chapel st. Pentonville,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=535,527,1890,76",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,¶,Printsellers,Warren Henry T.,,8 Finsbury pavement,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=539,591,1943,77",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,,,Warwick Mrs. Anne,,2 Surrey st. Strand,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=546,664,2221,60",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Washbourne Henry,,48 Salisbury sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=538,731,2176,61",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Watson James,,15 City rd. Finsbury sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=538,790,2142,64",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Weale John,,59 High Holborn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=538,860,955,57",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Weatherby E. & C. & J.,,7 Oxenden st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=538,923,2229,58",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,¶,Printsellers,Weedon Hen.,,8 Primrose st. Bishopsgt,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=537,981,3384,71",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,c,Bookbinders,Wells Thos.,,"15 Crown row, Mile end rd",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=533,1048,2197,66",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Weston J.,,"3 New court, Little Bell alley",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=538,1179,3379,59",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,‖†,General Stationers; Publishers,Wheatley Miss Jane,,50 Amwell street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=533,1240,3312,68",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,,,Wheeler Mrs. E. S.,,15 Motcomb street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=537,1306,2129,61",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,,,Wheldon John,,21 Warwick lane,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=538,1377,933,51",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,,,White G.,,35 Windmill st. Tottnm. ct. rd,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=537,1436,3376,60",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,,,White Henry,,350 Oxford street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=534,1505,940,54",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,‖a,General Stationers; Newsvenders,White John,,"2 Devereux court, Strand",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=534,1564,2078,58",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,c,Bookbinders,White William,,89 Piccadilly,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=532,1628,906,60",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Wightman George,,24 Paternoster row,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=533,1757,1936,60",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,,,Wilkes Francis,,"16 Craven street, Strand",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=538,1825,1126,54",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,,,Wilkes John C.,,20 Bridge st. Southwark,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=538,1886,2264,54",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Wilkes Rt.,,22 Northumberland st. Strd,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=537,1949,3384,61",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,,,Williams Daniel,,44 Holywell st. Strand,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=534,2015,1134,54",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,,,Williams Edw. P.,,5 New Bridge st. Blkfrs,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=534,2077,1134,55",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Willis Geo.,,37 Princes st. Leicester sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=537,2203,3388,63",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,¶,Printsellers,Wilson Effingham,,18 Bishopsgate within,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=538,2269,3363,60",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,‖†,General Stationers; Publishers,Wilson Charles,,157 Leadenhall street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=538,2333,3382,60",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†*¶a,Publishers; Printers; Printsellers; Newsvenders,Wilson John,,78 Long acre,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=534,2394,906,60",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,‖a,General Stationers; Newsvenders,Wilson John,,51 Lisson grove north,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=538,2457,3382,59",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,,,Wilson Mrs. Margt.,,50 Basinghall street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=538,2525,3333,56",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Wix Henry,,41 New Bridge st. Blackfrs,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=534,2585,3383,60",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Wood Wm.,,39 Tavistock st. Covent gar,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=534,2650,3083,56",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,¶†,Printsellers; Publishers,Woolf Hen.,,42 Up. Berkeley st. Port. sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=538,2714,3306,56",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†*,Publishers; Printers,Wright Wm.,,13 Prospect pl. St. Geo. rd,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=534,2840,3250,59",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Wright William C.,,4 Paternoster row,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=534,2905,3318,55",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,,,Yates James,,141 Goswell street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=542,2969,925,54",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,a,Newsvenders,Young Richard,,7 York st. Sloane st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676#xywh=523,3032,1065,55",0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Wertheim Benjamin,,14 Paternoster row,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676,0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Whittaker G. B. & Co.,,13 Ave Maria lane,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676,0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Williams John,,44 Paternoster row,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676,0004_p16445coll4:27077.jpg
BOOKSELLERS,Booksellers in General,†‖,Publishers; General Stationers,Wright William N.,,60 Pall mall,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27077/canvas/c676,0004_p16445coll4:27077.jpg
